title,question,answer
"citizens earning less than $1,300 and $2,000 per month from full-time work","Assoc Prof Daniel Goh Pei Siong asked the Minister for Manpower in 2018, how many Singapore citizens earned less than $1,300 per month from full-time work and how many earned less than $2,000 per month from full-time work.","Mrs Josephine Teo: Wages have grown at all levels in recent years. In the past 5 years, real wages at the 20th percentile grew 4.2% per annum, more than at the median. As a result, the proportion of full-time employed Singapore Residents earning less than $1,300 in gross monthly income from work1 (including employer CPF contributions) has fallen to about 5%; the number of such residents has also declined by about 40% to 97,000. About 15% earned less than $2,000; the numbers declined by about 30% over five years to 282,000. To support lower-wage workers, the Government will continue to top up their salaries and CPF savings through the Workfare Income Supplement (WIS) Scheme. WIS benefits more than 400,000 workers each year, boosting their annual incomes by up to 30%. Total payouts in 2017 amounted to $650 million. Most Workfare recipients also receive other forms of Government support such as GST Vouchers, U-Save rebates and Community Health Assistance Scheme (CHAS)."
public education programmes on vaccines,Ms Joan Pereira asked the Minister for Education whether the Ministry will implement public education programmes to inform parents and students about the facts regarding vaccines so that they can make informed choices regarding voluntary vaccines.,"Mr Ong Ye Kung: Parents have been supportive of the school-based vaccination programmes, and there is high take-up of vaccines offered in schools. For example, the take-up rate of vaccination against second booster doses of diphtheria as well as the vaccination against polio, both offered in schools at Primary 5, are above 90% each. For the recently rolled out Human Papilloma Virus (HPV) vaccination, the opt-in rate has been slightly over 90% for the first 25 schools covered so far. In addition, measles vaccination coverage among resident children is at 93% for the second dose at 7 years of age.We want to encourage high vaccination take-up rates to achieve herd immunity, so as to protect against the outbreak of potentially serious diseases such as measles, diphtheria and polio. The Ministry of Health (MOH) and the Health Promotion Board (HPB) conduct public education programmes to the general public as well as to parents and students to ensure continued support for the vaccination programmes. For example, through HealthHub, HPB’s online health information portal, members of the public can access information on immunisation as well as details on age-appropriate immunisation for children. For school-based vaccination programmes like the HPV vaccination, the Ministry of Education (MOE) supports HPB in the distribution of an information package prior to the school visit for HPV vaccination, to enable parents to make informed choices. The information package includes a factsheet on HPV vaccination, a brochure on the risk and prevention of HPV, and a letter providing information on the HPV school-based programme. MOE will continue to work with MOH to sustain support for vaccinations offered in schools."
unpaid salaries owed to foreign employees,Ms Anthea Ong asked the Minister for Manpower of the unpaid salaries ordered by the Employment Claims Tribunal in 2017 and 2018 (a) how much was owed to foreign employees; and (b) how much has been recovered by these foreign employees to whom these salary debts were owed.,"Mrs Josephine Teo: The amount of unpaid salaries ordered to foreign claimants by the Employment Claims Tribunals (ECT) since its establishment on 1 April 2017 is shown in the table below. Taking into account that the 2017 figure is not based on the full year, the value of unpaid salaries ordered to foreign claimants by the ECT has not increased in 2018.Overall, the amount of money recovered to foreign claimants is about half of the total ordered amount. In terms of individual outcomes, about 40% of the claimants reported that they received full payment from employers. About 40% reported partial payment, which includes all payments made by employers, insurers or the Migrant Workers Assistance Fund. The average amount owed to foreign claimants who fully recovered salaries from their employers is about $3,500, significantly lower compared to that of claimants who received partial or no payment, about $7,100. The vast majority of cases of partial or no payment involve employers who are in financial difficulty. The evidence is thus very clear, that early reporting of arrears is critical to the prospects of full recovery. This is why MOM consistently educates workers to approach the Tripartite Alliance for Dispute Management early when they encounter arrears, and urges Non-Governmental Organisations that assist foreign workers to do the same."
increase in mass food poisoning cases,Mr Desmond Choo asked the Minister for the Environment and Water Resources in light of the increasing number of mass food poisoning cases (a) whether the Ministry has detected systemic issues in our food hygiene framework; (b) whether the current training and enforcement regime is adequate; and (c) what are the Ministry's plans to prevent future cases.,"Mr Masagos Zulkifli B M M: The Singapore Food Agency (SFA) takes a serious view of food safety. SFA will take enforcement action against operators who fail to adhere to food hygiene and safety regulations, and for any food hygiene lapses found.SFA conducts regular inspections on a risk-based approach. From January 2018 to March 2019, more than 95,000 inspections of food operators were conducted to ensure compliance with food hygiene and safety. In particular, more than 3,700 checks were conducted on food caterers - a category of food business that poses higher food safety risks. The Government is paying close attention to the mass gastroenteritis incidents reported between November 2018 and March 2019. Joint investigations by the Ministry of Health and SFA thus far found that poor food handling practices, the lack of environmental cleanliness both in the food preparation and common areas, and poor personal hygiene practices were the main causes of these outbreaks. Gastroenteritis can be caused by eating contaminated food, or coming in contact with an infected person or an environment contaminated by viral gastroenteritis. On poor food handling practices, SFA has taken enforcement actions for the lapses found and required operators to rectify the lapses. SFA has stepped up surveillance and engagement of all food operators, particularly for food caterers supplying food to pre-schools, and during festive seasons. Advisories are issued periodically to remind food operators to ensure that their food handlers observe good food hygiene and safety practices, and that their Food Hygiene Officers (FHOs) fulfil their duties to ensure good food hygiene and safety practices, and adherence to time-stamping requirements.  Food handlers and FHOs working at premises that have been suspended due to food hygiene and safety lapses are required to undergo re-training and be re-certified for Basic Food Hygiene Course (BFHC) and WSQ ""Conduct Food & Beverage Hygiene Audit"" programme respectively. SFA will continue to work with the industry to build a strong food safety culture among food business operators through strengthening their food safety management systems as well as competencies of food handlers and FHOs.At the same time, SFA is taking steps to strengthen the regulatory regime for food hygiene and safety. For a start, heavier penalties will be imposed on food operators involved in significant food poisoning incidents. Total composition amounts will be increased and food operators who commit serious food hygiene and safety offences will be prosecuted in Court. In appropriate cases, SFA will also press for deterrent sentences to be imposed by the Court.A multi-pronged approach to incorporate good food hygiene and safety practices as well as good environmental and personal hygiene to prevent and control infection is important to mitigate gastroenteritis. In the recent spate of outbreaks in pre-schools, SFA and the Early Childhood Development Agency issued an advisory to emphasise the need to maintain environmental cleanliness and put in place infection control measures. This includes reinforcing good personal hygiene practices in every individual to prevent the spread of diseases and to protect oneself from acquiring infections. For instance, areas with vomitus must be properly cleaned with bleach to disinfect, and children and pre-school staff who are sick should stay at home so as not to spread infection. Fundamentally, food safety is a joint responsibility across the industry, consumers and the Government as food can be contaminated at any point along the food supply chain. While SFA continues to be vigilant and ensures that regulatory measures are in place and properly enforced, the industry and consumers must also play their part to upkeep high standards of food, environmental and personal hygiene at all times."
more support for environmentally sustainable projects,Mr Desmond Choo asked the Minister for the Environment and Water Resources how can the Ministry work with our financial institutions and funding bodies to divert more support for environmentally sustainable projects while reducing exposure to those with adverse impact on the environment.,"Mr Masagos Zulkifli B M M: MEWR recognises that our financial sector plays a key role in advancing our environmental objectives. We work closely with the Monetary Authority of Singapore (MAS) to promote green financing in Singapore and to increase the financial sector’s awareness of environmental risks and opportunities. The Government has taken a pragmatic approach through the adoption of international standards, market-led best practices and capability-building in the development of green financing in Singapore. There has been progress on various fronts. (i) In 2015, the Association of Banks in Singapore (ABS) issued the Guidelines on Responsible Financing. Our local banks have all adopted these guidelines to evaluate their borrowers’ Environmental, Social and Governance (ESG) risks and help borrowers improve their sustainability profiles. Most recently, in April 2019, the local banks announced their decision to cease the financing of new coal-fired power plants.(ii) The Singapore Exchange (SGX) introduced the ""Comply or Explain"" Sustainability Reporting Guide for listed companies, beginning from the financial year ending on or after 31 December 2017. The inaugural sustainability reports by first-time reporting companies have progressively been published. (iii) To encourage the issuance of green bonds, MAS introduced a Green Bond Grant Scheme in 2017, which helps to defray the cost of certifying sustainability oriented bonds as green bonds. This Scheme leverages international green bond standards to promote convergence and harmonisation with regional and international markets. Over $4 billion of green bonds have been issued to date. The Government also supports capability-building initiatives as they are key to companies understanding and incorporating ESG risks and opportunities across their core businesses. For example, MAS is working with insurers to anchor ESG research, modelling capabilities and underwriting teams in Singapore to catalyse the development of innovative ESG products.These are encouraging developments. MEWR will continue to work with MAS to support our green financing efforts and steer the broader conversation on sustainable development. This will guide efforts in priority areas such as climate mitigation and adaptation and resource efficiency, as we transition to a resource-efficient and low-carbon future."
"citizens earning less than $1,300 and $2,000 per month from full-time work","Assoc Prof Daniel Goh Pei Siong asked the Minister for Manpower in 2018, how many Singapore citizens earned less than $1,300 per month from full-time work and how many earned less than $2,000 per month from full-time work.","Mrs Josephine Teo: Wages have grown at all levels in recent years. In the past 5 years, real wages at the 20th percentile grew 4.2% per annum, more than at the median. As a result, the proportion of full-time employed Singapore Residents earning less than $1,300 in gross monthly income from work1 (including employer CPF contributions) has fallen to about 5%; the number of such residents has also declined by about 40% to 97,000. About 15% earned less than $2,000; the numbers declined by about 30% over five years to 282,000. To support lower-wage workers, the Government will continue to top up their salaries and CPF savings through the Workfare Income Supplement (WIS) Scheme. WIS benefits more than 400,000 workers each year, boosting their annual incomes by up to 30%. Total payouts in 2017 amounted to $650 million. Most Workfare recipients also receive other forms of Government support such as GST Vouchers, U-Save rebates and Community Health Assistance Scheme (CHAS)."
public education programmes on vaccines,Ms Joan Pereira asked the Minister for Education whether the Ministry will implement public education programmes to inform parents and students about the facts regarding vaccines so that they can make informed choices regarding voluntary vaccines.,"Mr Ong Ye Kung: Parents have been supportive of the school-based vaccination programmes, and there is high take-up of vaccines offered in schools. For example, the take-up rate of vaccination against second booster doses of diphtheria as well as the vaccination against polio, both offered in schools at Primary 5, are above 90% each. For the recently rolled out Human Papilloma Virus (HPV) vaccination, the opt-in rate has been slightly over 90% for the first 25 schools covered so far. In addition, measles vaccination coverage among resident children is at 93% for the second dose at 7 years of age.We want to encourage high vaccination take-up rates to achieve herd immunity, so as to protect against the outbreak of potentially serious diseases such as measles, diphtheria and polio. The Ministry of Health (MOH) and the Health Promotion Board (HPB) conduct public education programmes to the general public as well as to parents and students to ensure continued support for the vaccination programmes. For example, through HealthHub, HPB’s online health information portal, members of the public can access information on immunisation as well as details on age-appropriate immunisation for children. For school-based vaccination programmes like the HPV vaccination, the Ministry of Education (MOE) supports HPB in the distribution of an information package prior to the school visit for HPV vaccination, to enable parents to make informed choices. The information package includes a factsheet on HPV vaccination, a brochure on the risk and prevention of HPV, and a letter providing information on the HPV school-based programme. MOE will continue to work with MOH to sustain support for vaccinations offered in schools."
current demand for higher chinese at primary 1,Er Dr Lee Bee Wah asked the Minister for Education (a) what is the current demand for Higher Chinese at Primary One level; (b) which are the schools that offer Higher Chinese at Primary One level; and (c) whether the Ministry will increase the number of schools which are currently offering Higher Chinese or Higher Mother Tongue.,"Mr Ong Ye Kung: All primary schools already offer Higher Chinese to students who have the interest and ability to do so. Demand for Higher Chinese is healthy. Over the past five years, over a quarter of Chinese students offer Higher Chinese at PSLE.Many Primary schools start offering Higher Chinese from Primary Three, and all will offer it from Primary Five. This is in line with our priorities in lower primary education – to ensure students settle well in school, and build a strong foundation in literacy, numeracy and social skills – rather than to specialise them too early.This will also allow schools to make use of the two years of Chinese Language instruction at Primary One and Two to assess if the child has the interest and ability to offer Higher Chinese from Primary Three. Even without offering Higher Chinese, however, the Chinese Language curriculum at Primary One and Two is designed with enrichment modules to stretch students with stronger ability and interest."
"illegal wildlife trade consignments detected at singapore’s land, air and sea checkpoints","Ms Rahayu Mahzam asked the Minister for National Development (a) in the past three years, how many illegal wildlife trade consignments have been detected at Singapore's land, air and sea checkpoints; (b) how is technology used to better detect and deter illegal wildlife trade through Singapore's checkpoints; and (c) how is Singapore working with international authorities to stamp out organised crime that deal with illegal wildlife trade.","Mr Lawrence Wong: A total of 67 illegal wildlife trade consignments were detected at our border checkpoints from 2016 to 2018. Our enforcement agencies use technology to screen and check travellers and goods at our checkpoints. For example, ICA uses radiographic scanners and hand-held screening devices to ensure that goods that enter Singapore are lawful and legitimate. We also cooperate closely with our regional and international counterparts to combat illegal wildlife trade. For instance, our agencies assess intelligence reports from our partners and work with them to act upon credible and actionable information."
medical insurance coverage for foreign domestic workers,"Assoc Prof Daniel Goh Pei Siong asked the Minister for Manpower (a) how many foreign domestic workers are currently covered by additional medical insurance beyond the compulsory coverage of $15,000 for inpatient care and day surgery per annum; and (b) whether the Ministry will require the compulsory medical insurance to also cover outpatient care.","Mrs Josephine Teo: We do not track the number of employers who purchase medical insurance above the required $15,000 coverage for their Foreign Domestic Workers (FDWs). In the past three years, 96% of FDW medical bills were below $15,000. Employers who had not opted for additional insurance coverage and have difficulty paying medical bills for their FDWs can approach the hospitals for assistance. Outpatient bills, which are typically lower, are often managed by FDW employers without the need for insurance. Requiring FDW insurance to cover outpatient care will increase insurance premiums for employers across the board and may not be welcome by all. "
study on gender pay gap,"Mr Louis Ng Kok Kwang asked the Minister for Manpower (a) whether the Government has conducted a study on the gender pay gap in Singapore using fixed parameters of occupation and years of service; and (b) if so, what are the results of the study and, if not, whether it intends to conduct such a study.","Mrs Josephine Teo: Differences in pay can be a result of many factors. As women are more likely to exit the workforce, or have intermittent patterns of work due to childcare or elder care-giving responsibilities, these factors could affect their pay rather than gender per se.  MOM is carrying out further analysis on pay differences between men and women to control for other factors such as educational qualifications and years in service. More findings will be shared when ready."
breakdown of taxi drivers and private hire drivers by age group,Mr Ang Hin Kee asked the Minister for Transport whether he can provide a breakdown of the current number of taxi drivers and private hire drivers by their respective age groups.,"Mr Khaw Boon Wan: As of February 2019, there are about 41,000 and 99,900 Private Hire Car Driver’s Vocational Licence (PDVL) holders and Taxi Driver’s Vocational Licence (TDVL) holders respectively. The age breakdown is shown in the table below."
steps to ensure thales signalling system is safe for use on mrt system,Mr Sitoh Yih Pin asked the Minister for Transport what are the steps that LTA has taken to ensure that the Thales signalling system used on Singapore's MRT system is safe for operation in light of the train collisions at Joo Koon station in 2017 and on the Tseun Wan line in Hong Kong recently.,"Mr Khaw Boon Wan: Ensuring the safety of rail operations is our top priority. The recent train collision on the Tsuen Wan line in Hong Kong is a reminder that we must always be vigilant every step of the way, from robust system design, to rigorous testing and commissioning, and responsible operations and maintenance. The Thales SelTrac Communications-Based Train Control (CBTC) signalling system is an established product and has been adapted for use on 86 metros across 40 different countries. Hong Kong’s Tsuen Wan line and Singapore’s North-South and East-West Lines (NSEWL) also use the system. Each system is however custom-built to the metro’s unique architecture and specifications, with software logic tailored for the local needs and conditions. The Hong Kong authorities are investigating the 18 March 2019 train collision. This may take a few months. We will study the investigation report when it is available. There were media articles linking the incident to a dual backup system which was uniquely designed for the Tsuen Wan line’s signalling system. None of our MRT or LRT lines use such a system. Regardless, we should avoid unnecessary speculation into the root causes of the incident until the formal investigation report is available. The Joo Koon incident in late 2017 was due to complications from concurrently operating the NSEWL’s legacy and new CBTC signalling systems on the same line. We understand that this was not the case for the collision on the Tsuen Wan line in Hong Kong. The NSEWL now operates entirely on the CBTC signalling system, so a similar incident to Joo Koon will not recur.Arising from the Joo Koon incident, LTA invited Thales to set up a CBTC simulation laboratory in Singapore – the first of its kind in Asia, and the largest by Thales in the world. This has allowed LTA and SMRT to perform additional tests to fine-tune the CBTC signalling system’s software and hardware before it is implemented on our rail lines. It has also contributed to the NSEWL’s vast improvement in rail reliability."
review of speed limit on non-expressway roads,"Mr Sitoh Yih Pin asked the Minister for Transport (a) whether LTA has considered reducing the speed limit for non-expressway roads to improve road safety in light of LTA's push for the use of bicycles, e-bicycles and personal mobility devices on our streets and roads; and (b) if not, what are the considerations that LTA takes into account for not doing so.","Mr Khaw Boon Wan: Road speed limits are set to ensure that motorists can travel safely and efficiently. When setting the speed limit of roads, LTA generally considers factors such as road geometry and the level of pedestrian activities. Locations with higher pedestrian activities (e.g. School Zones and Silver Zones) have reduced speed limits of 40 km/hour. Rather than road speed limits, we seek to develop off-road infrastructure to create a conducive environment for all active mobility users. To enhance active mobility infrastructure, LTA will roll out more dedicated cycling paths and build a cycling network in every HDB town by 2030. This means a total of 700 km of cycling paths across the island. Apart from infrastructure, user behaviour is critical for ensuring safety. We urge all users to play their part by exercising caution and consideration when using our roads and paths."
hdb bto applicants who obtained housing grants,Mr Gan Thiam Poh asked the Minister for National Development for each type of flat in the past five years (a) what are the percentages and numbers of HDB BTO applicants who have obtained HDB housing grants; (b) what are the numbers and percentages for each type of grant; and (c) what is the lowest price for that type of flat for the successful grant applicant.,"Mr Lawrence Wong: First-timer households buying a flat from the HDB enjoy a subsidised flat price, and may receive up to $80,000 in housing grants, comprising the Additional CPF Housing Grant (AHG) and Special CPF Housing Grant (SHG). Among the first-timer households that had booked a flat between January 2014 and December 2018, about 48,600 or 61% have obtained the AHG and/or SHG (as detailed in Table 1).The lowest flat prices (after grants) paid by the successful grant applicants are set out in Table 2."
"percentage of spending on mental health, diabetes and ageing versus total healthcare spending in 2018 against amount budgeted for 2019","Ms Anthea Ong asked the Minister for Health for 2018 (actual) and 2019 (budgeted), what is the percentage of spend on (i) mental health versus total healthcare spend (ii) diabetes versus total healthcare spend and (iii) ageing versus total healthcare spend.","Mr Gan Kim Yong: Based on the latest available expenditure data, MOH’s operating expenditure for financial year 2017 was $8.7 billion, of which about 3%, 11% and 6% were spent on mental health, diabetes mellitus and aged care respectively.MOH’s expenditure on mental health comprises operating subvention to Institute of Mental Health, psychiatry units in other Public Healthcare Institutions and intermediate & long-term care facilities to provide subsidised patient care, as well as funding for various programmes under the National Mental Health Blueprint and Community Mental Health Masterplan. The figures do not include Government’s funding for other mental health initiatives such as school allied educators to provide students with counselling and related support.MOH’s expenditure on diabetes mellitus comprises operating subvention to public healthcare institutions and participating CHAS clinics to provide subsidised care to patients with diabetes as well as health promotion activities under the War on Diabetes. MOH’s expenditure on ageing comprises operating subvention to long-term care and social aged care facilities to provide patient subsidies for residential, day care and home care services. It does not include government funding on other ageing initiatives or subsidies provided to the Pioneer Generation and Merdeka Generation which are separately catered for under the Pioneer Generation Fund and Merdeka Generation Fund respectively."
competition from china’s plan for greater bay area project,Mr Leon Perera asked the Minister for Trade and Industry (a) what is the Ministry's assessment of the risk posed to the competitiveness of key industries in Singapore such as financial services and ICT by China's plan for a Greater Bay Area; and (b) what plans are being developed to draw economic benefits and mitigate competitive risk from the Greater Bay Area project.,"Mr Chan Chun Sing: Singapore welcomes the development of the Guangdong-Hong Kong-Macao Greater Bay Area (GBA)1, which is part of China’s strategy to promote the integrated development of its various regions2. The GBA aims to become a vibrant world-class city cluster and global innovation hub that will lead China’s further reforms and opening up. This will create new opportunities that are beneficial to regional economies. Given our strong ties with GBA cities and businesses, Singapore is well-placed to tap on potential business opportunities in the GBA.Singapore agencies and counterparts at the Guangdong Provincial People’s Government know one another well. Singapore holds regular ministerial meetings with Guangdong through the Singapore-Guangdong Collaboration Council (SGCC). In November 2018, the China-Singapore Guangzhou Knowledge City (CSGKC) was also elevated as a State-Level Bilateral Cooperation project to promote cooperation in areas such as technology innovation, intellectual property rights, and advanced manufacturing. The GBA outline development plan highlights the CSGKC as a key technology innovation platform. As part of our engagement with the GBA, Singapore will also twin with Shenzhen under the ASEAN Smart Cities Network. Hong Kong is another GBA city which Singapore is well-connected to. The Monetary Authority of Singapore (MAS) and Hong Kong Monetary Authority (HKMA) meet regularly to discuss financial regulatory issues. MAS and HKMA have signed agreements to cooperate including a FinTech Cooperation Agreement and a Memorandum of Understanding to facilitate digital trade and trade financing between our two markets.  There is strong mutual desire between Singapore and GBA authorities to nurture and grow a vibrant digital economy. The various platforms that have been established allow for active exchange of ideas and collaboration between government, companies, universities and research institutes. This will lead to opportunities for Singapore’s ICT, financial and other companies in the GBA in the areas of technology innovation, infrastructure development, data management, and digitalisation. We will also continue to build on our competitiveness as a financial hub. Singapore has deep strengths across a range of financial activities, including asset management, foreign exchange and derivatives, insurance and reinsurance. We are a major US dollar funding market and our capital markets serve not just Southeast Asia, but the pan-Asian region. Singapore is also a leading centre for FinTech.  At the same time, the Singapore Government continues to invest heavily to help our businesses and people remain competitive and translate opportunities into tangible gains. We do so by continually strengthening our value propositions by acquiring deep skills, improving our productivity, and encouraging innovation. For example, the Digital Economy Framework for Action introduced last year covers programmes such as the SMEs Go Digital Programme, which supports SMEs in their digitalisation efforts to improve their productivity. The TechSkills Accelerator (TeSA) programme, on the other hand, equips ICT professionals to take on deeper tech roles, and for non-ICT workers to switch to a tech career. These moves will ensure that Singapore has a good chance of sustaining our competitiveness and remaining relevant in the global economy. The Government is also committed to work in tandem with leading global and local ICT and tech companies, to encourage industry investments that complement government efforts in building a thriving ecosystem of digital opportunities for all."
remedial actions following high blood pressure drug recall,"Ms Joan Pereira asked the Minister for Health regarding the three brands of a high blood pressure drug which are being recalled, what is being done to ensure that all medication is tested and cleared before being released into the market.","Mr Gan Kim Yong: On 28 March 2019, the Health Sciences Authority (HSA) recalled three brands of medicines which belong to the angiotensin receptor blocker (ARB) class of blood pressure medication and contain the ingredient losartan. All three medicines were manufactured by Hetero Labs Limited. Following the recall of several losartan medicines in US due to the presence of a nitrosamine impurity, N-nitroso-N-methyl-4-aminobutyric acid (NMBA), HSA tested the suspected losartan medicines and they were found to contain trace amounts of NMBA which are above the acceptable limit1.  Under HSA's drug regulatory regime, stringent standards are set on the quality and safety of medicines sold in Singapore. Before being approved for sale, the medicines are evaluated to ensure that they meet the required international standards of quality, safety and efficacy. After approval, HSA conducts post-market surveillance, which includes monitoring of global developments and risk-based product sampling and testing for compliance to quality and safety specifications. Products found to be deficient in quality will be withdrawn from the market. Manufacturers are also required to test all batches of medicines, including the levels of specific impurities, to ensure that they comply with stipulated standards.  The routine tests required of the manufacturers are based on known impurities that may be generated during the manufacturing process, as it is not practical to exhaustively test for all types of impurities. In the case of the recalled losartan medicines, testing for nitrosamines like NMBA was not previously part of the testing parameters of ARB medicines as NMBA was not expected to be generated in the manufacturing process. This approach is similar to that adopted in other countries including the US, Canada and the European Union.  HSA now requires companies supplying ARBs to ensure that future batches of their medicines are tested and do not have unacceptable levels of nitrosamine impurities before supply to Singapore. HSA has also been working with suppliers and international regulatory agencies to verify the cause of contamination and to formulate measures to eliminate the nitrosamines in the medium to longer term. HSA will continue to monitor the quality and safety of these medicines to safeguard public health."
recall of fisher-price baby rocker in us,Ms Rahayu Mahzam asked the Minister for Trade and Industry in light of the recent recall of the Fisher-Price baby rocker in the US (a) whether these rockers have been imported into Singapore; (b) whether there is a process of tracking and assessing the safety of infant or baby products that are imported into Singapore; and (c) what are the measures in place to ensure imported products meant for infant or children are safe for use.,"Mr Chan Chun Sing: Enterprise Singapore (ESG) oversees the safety of general consumer products sold in Singapore. General consumer products, including products for use by children, that are not regulated under any other legislations, are required to meet applicable international safety standards under the Consumer Protection (Consumer Goods Safety Requirements) Regulations administered by ESG. While these general consumer goods are not required to be pre-approved before they are sold in the market, ESG monitors safety issues in such goods via consumer feedback and overseas consumer product notices and will work with suppliers to address any safety concerns quickly. Based on the information it gathers, ESG conducts tests on selected consumer products in the market to ensure that they are safe. Suppliers found with non compliant products will be asked to rectify or stop sale. This risk-based approach towards product safety regulation allows general consumer products, which have lower safety risks, to enter the market quickly without the need for comprehensive but resource intensive testing. This approach balances safeguarding consumers safety and ensuring market efficiency. ESG is aware that Fisher-Price has issued a voluntary recall globally, including in Singapore, of its Rock ‘N Play Sleepers and has issued an alert warning consumers to discontinue the use of the product. ESG has also published the alert on its website in April 2019. Consumers are strongly encouraged to respond to the product recall by Fisher-Price. Parents should exercise vigilance when buying and using products for their children, including observing the safety labels on products. Where a child’s entire weight is to be placed on a product, parents should check the product’s recommended maximum weight capacity to ensure it is suitable for their children. Baby rockers should only be used on the floor and not on elevated or soft surfaces as they may tipover and cause injury or suffocation. Parents should also supervise their children and secure them with restraints when they are in baby rockers."
trees uprooted and fallen in public spaces last year,Mr Sitoh Yih Pin asked the Minister for National Development (a) how many trees have been uprooted and fallen in public spaces last year; (b) what are the reasons for these incidents; and (c) whether the Ministry has plans to further reduce the number of such incidents.,"Mr Lawrence Wong: In 2018, 217 trees were uprooted and fell in public spaces. These incidents were due to strong winds and heavy rainfall. For the two million trees in urban areas under its care, NParks has a rigorous tree inspection regime in place which consists of regular inspections every 12 to 24 months, and additional annual in-depth inspections for larger trees. NParks also carries out measures such as replacing storm-vulnerable species with hardier trees, pruning trees regularly and prior to periods of more severe weather conditions, and using technology to analyse risk and improve inspection processes. NParks will continue to ensure that its tree management programme remains robust and comprehensive.There are another one million trees in public housing estates that are managed by the Town Councils (TCs). NParks is working with the TCs and HDB to set up a nation-wide tree registry system to better manage these trees. This system will comprehensively map out trees in public housing estates, and allow TCs to develop suitable tree care regimes and tree replacement programmes. NParks also provides technical training on tree health and maintenance for stakeholders who manage trees in Singapore, including TCs."
poor customer and helpdesk service by singapore telcos,Er Dr Lee Bee Wah asked the Minister for Communications and Information (a) whether the Ministry is aware of the complaints of poor customer service by the Singapore telcos; and (b) what can the Ministry do to get the telcos to improve their phone helpdesk especially for the many elderly customers who have to be put on hold for long periods to speak to an officer.,"Mr S Iswaran: The number of complaints received by the Info-communications Media Development Authority (IMDA) and the telecommunication companies (telcos) concerning poor customer service by telecos has shown a decreasing trend over the past five years. IMDA requires telcos to look into every complaint and see how they can serve their customers better. IMDA also tracks consumer satisfaction of telecommunication services through the Consumer Awareness and Satisfaction Survey (CASS). The 2018 CASS showed that consumers were generally satisfied with their telcos, and consumer satisfaction has improved in several areas, including hotline waiting times, the time taken to resolve complaints, and the competence of customer service officers. An April 2019 poll of non-English speaking individuals conducted by IMDA also found that respondents were generally satisfied with the customer service by telcos. To address the needs of elderly customers, several telcos now allow customers to make appointments for telcos to call them back, so they do not have to wait on the line for too long. In addition, when receiving calls on their hotlines, the telcos will arrange for elderly customers to be served by officers who can speak the same language or dialect."
"government support for diagnosis, treatment and subsidy for persons with rare diseases in singapore","Mr Christopher de Souza asked the Minister for Health how is the Government supporting the diagnosis, treatment and subsidising of persons with rare diseases in Singapore.","Mr Gan Kim Yong: Most of the rare diseases are diagnosed in childhood. While most of these diseases do not yet have an effective cure, early diagnosis and treatment for some of the diseases can substantially extend a patient’s lifespan and improve his quality of life.  To enable early diagnosis, our public healthcare institutions have implemented the National Expanded Newborn Screening Programme which covers more than 30 rare diseases. At our public healthcare institutions, patients with rare diseases can have access to subsidised inpatient and outpatient services. MediShield Life and MediSave can be utilised to pay for their hospital bills. Patients who need help with their bills may also apply for financial assistance such as MediFund and Medication Assistance Fund.A small number of individuals with very rare conditions require medications that are very costly. Our hospitals do their best to assist these patients, for example by negotiating price discounts with manufacturers for the medications where possible, waiving parts of their medical fees or drawing from hospital charity funds.  MOH recognises that more support is needed for these patients, and is looking into providing greater support for them. More details will be made known later this year."
traffic recovery procedures and response time,"Mr Muhamad Faisal Bin Abdul Manap asked the Minister for Transport (a) what are the current procedures in traffic recovery following traffic and road failures caused by accidents, road cracks and fallen trees; (b) how much time do current responses take to recover traffic to normal conditions; (c) whether there are plans to improve current responses to such sudden traffic failures; and (d) whether there are sufficient channels to notify motorists to avoid the affected area to prevent further congestion.","Mr Khaw Boon Wan: Traffic disruptions can be caused by accidents, road defects, or fallen trees. For accidents, the Traffic Police will respond as quickly as possible to the accident scene. The Singapore Civil Defence Force may also be activated if there are injuries. For road defects that affect traffic safety, LTA will carry out rectification works on an urgent basis. For fallen trees, NParks will deploy its Rapid Response Team as soon as possible. Traffic recovery procedures and response times differ depending on the nature of the incidents. Where there is significant traffic impact, officers will be deployed on the ground to manage the situation. LTA also notifies the public on the incident location and traffic situation via radio and online channels so that they avoid the affected areas."
number of kitchen exhaust duct fires from 2014 to 2018 and measures to minimise risk of such incidents,Mr Leon Perera asked the Minister for Home Affairs (a) how many cases of kitchen exhaust duct fires there have there been each year from 2014 to 2018; and (b) what measures are being taken to minimise the risk of such incidents.,"Mr K Shanmugam: From 2014 to 2018, there were a total of 42 fires involving kitchen exhaust ducts (KEDs). The fires mainly occurred at food establishments within residential areas such as coffee shops and hawker centres. The main cause was poor maintenance of the ducts, causing grease to accumulate and which ignited during cooking. The Fire Code, which is administered by SCDF under the Fire Safety Act, as well as the Singapore Food Agency’s (SFA) Environmental Public Health (Food Hygiene) Regulations, requires KEDs to be maintained regularly. SFA and SCDF take a stern view against non-compliance. Over the last five years, a total of 270 enforcement actions were taken against premises owners or occupiers who did not comply with regulations related to KEDs.To educate the public, SFA and SCDF have produced advisories, posters and brochures on the fire safety aspects of KEDs, and distributed them to stallholders."
