title,question,answer
impact of increase in moe kindergartens on smaller pre-school operators,Mr Darryl David asked the Minister for Education (Schools) what will be the impact on smaller independent operators in the early childhood education industry with the proposed significant increase in MOE kindergartens along with the already significant increases in early childhood and kindergarten places by the major anchor childcare operators.,"Mr Ng Chee Meng: The Government's foremost objective is to ensure that parents have access to quality and affordable preschools for their children. This will provide a good start for every child and better support families with young children.To this end, the Government will be increasing the number of government-supported preschool places, which are subjected to fee caps and other quality requirements. This increase will be primarily in estates with new housing developments to meet the anticipated demand of young families.Besides the Anchor Operators and MOE Kindergartens, government-supported operators also include small- and medium-sized private child care operators that have joined the Partner Operator Scheme. We currently have 23 Partner Operators operating a total of about 200 centres, and we expect to support more centres under this scheme. We intend for the Anchor and Partner Operators, as well as MOE Kindergartens, to play a catalytic role to spur investments in quality in the sector, while providing affordable options for parents.We will also continue to provide broad-based support for the sector as a whole, to benefit all operators and early childhood educators. These include various grants such as funding for smart solutions to raise productivity, and stronger support for professional development via the Skills Framework for Early Childhood Care and Education and the National Institute for Early Childhood Development (NIEC).Overall, the market will remain open and parents will continue to have choice in selecting a suitable preschool for their children. Smaller operators, some of which offer niche programmes, can continue to cater to the different needs and preferences of parents.I encourage all operators to make use of the schemes available to invest in uplifting the quality of their centres and teachers, in tandem with the overall improvements in the preschool sector. This will help to contribute to a strong foundation for our children."
pioneer generation package coverage for traditional chinese services,Miss Cheryl Chan Wei Ling asked the Minister for Health (a) whether there are any plans for traditional Chinese medicine services to be included under the coverage of the Pioneer Generation Package (PGP); and (b) whether Medisave incentives can be given to pioneer generation members who do not use any PGP subsidies within a calendar year as an encouragement for staying healthy.,"Mr Gan Kim Yong: There are currently no plans to extend Pioneer Generation (PG) subsidies to Traditional Chinese Medicine (TCM), which plays a complementary role in our healthcare system. PG subsidies are meant to help Pioneers with part of their healthcare costs in hospitals, polyclinics and GP clinics. MOH provides support for TCM development in various ways including funding and support for TCM capability development, continuing education and research. Charitable TCM establishments with Institution of Public Character (IPC) status also benefit from tax exemption and are eligible to receive tax deductible donations, which enable them to provide affordable TCM services in the community.Under the PG package, all Pioneers receive life-long annual Medisave top-ups of up to $800, depending on the year they were born. Pioneers who stay healthy will be able to save more of these Medisave top-ups for their future needs. More importantly, staying healthy will enable them to age well and lead an active life.To help them do so, we have several measures to encourage our Pioneers to stay healthy. For example, the Health Promotion Board encourages Pioneers to do regular physical activity through the ""You Can Get Moving"" campaign. Another measure is the enhanced Screen for Life programme. From 1 September 2017, Pioneers can receive free health screening and the first follow-up consult when they go for recommended screenings."
accountability review of government officers following lapses in controls,"Ms Foo Mee Har asked the Minister for Finance whether there will be an accountability review of Government officers involved given the lapses in financial controls in grants administration, management of development projects, as well as IT governance as reported in the Report of the Auditor General for FY2016/17.","Mr Heng Swee Keat: Ms Foo asked about accountability review of the officers involved. The head of each of the agencies concerned, be it the Permanent Secretary of a Ministry or the Chief Executive of a Statutory Board, is responsible for investigating the cases under his agency, rectifying the lapses and taking the appropriate disciplinary actions.The lapses highlighted this year by AGO were due to individual negligence, human errors or situations where procedures were in place but not followed. There is no evidence of a systemic weakness within government agencies in terms of compliance. The officers responsible for these lapses will be held accountable and will be subject to disciplinary actions, commensurate with the officer's culpability and the severity of the mistake. The lapses will also be considered when appraising the officer's performance.As of today, of the 14 observations in the AGO report, rectification and staff actions have been completed for nine while the remaining five are in progress. They are expected to be completed, latest by October 2017. The Auditor-General has also said it will ascertain that follow-up actions are taken. As it has demonstrated in past years' reports, AGO will not hesitate to highlight situations where it finds that agencies have failed to follow up as they had indicated. Agencies are also accountable to the Public Accounts Committee (PAC) and PAC reports are publicly available."
complaints of cigarette smoke drifting into neighbouring houses,"Er Dr Lee Bee Wah asked the Minister for Law in the past two years (a) how many disputes concerning cigarette smoke from neighbouring units drifting into adjacent houses have been referred to the Community Mediation Centres; and (b) of these conflicts, how many have been resolved and what have been the terms of the resolution.","Mr K Shanmugam: From January 2015 to May 2017, only 2 cases involving neighbour disputes concerning cigarette smoke were referred by the Courts to the Community Mediation Centre (CMC). In the same period, there were 45 such cases which were voluntarily registered by an aggrieved party directly at the CMC. That makes 47 cases of neighbour disputes involving cigarette smoke registered at the CMC in total. This is less than 2% of all cases registered at the CMC during the same period.As mediation is a voluntary process, mediation can be proceeded with only if both parties agree to mediate. Of the 47 cases that were registered, 8 cases proceeded to mediation. All 8 cases which proceeded to mediation were successfully resolved at the CMC.The terms of settlement included (a) the respondent agreeing to reduce the frequency of smoking, (b) the respondent agreeing to take measures to prevent cigarette smoke from drifting into neighbouring units, and (c) the respondent agreeing to be contacted directly by the complainant if smoke drifted in from the respondent's unit."
increasing test laboratories' and gps' data submission in national electronic health record,Ms Joan Pereira asked the Minister for Health whether the Ministry will consider (i) requiring all laboratories to participate in the National Electronic Health Record system to upload patients' test results and (ii) providing trained personnel to general practitioners to encourage and assist them to participate in the system.,"Mr Gan Kim Yong: Data contribution to the National Electronic Health Record (NEHR) is currently voluntary for all private healthcare licensees and the Ministry of Health (MOH) has been reaching out to healthcare providers to encourage participation. To enhance patient safety and continuity of care, MOH is looking to mandate under the new Healthcare Services Bill that all licensed healthcare providers, including clinical laboratories, contribute data to the NEHR.In the meantime, public consultations are ongoing. Dedicated teams have been set up and trained to engage various groups of licensees, including laboratories, hospitals and general practitioners, to better understand their concerns and needs, and provide relevant support and assistance. We are also working with IT providers supporting Clinical Laboratories, Hospitals and GPs, to enable connections with NEHR."
lessons from accidents involving young drivers of private-hire cars,Mr Zainal Sapari asked the Minister for Transport what are the key lessons that LTA has learnt from the accidents involving young drivers of private hire cars.,"Mr Khaw Boon Wan: LTA has imposed a minimum of two years’ driving experience, rather than a minimum age, on applicants for the Private Hire Car Driver's Vocational Licence. Traffic accident data does not show that there is a higher incidence of accidents among younger drivers.LTA also rejects applicants with a poor driving record, such as conviction for drunk driving and those who have had their driving licence revoked. These conditions are reviewed regularly."
increase in accidents involving private-hire cars,Mr Ong Teng Koon asked the Minister for Transport whether accidents involving private hire drivers have increased more than proportionately to the number of private hire drivers.,"Mr Khaw Boon Wan: It has not. Over the last two years, the number of private hire cars has tripled. The number of accidents involving such cars has similarly increased by about three times."
convert atms to serve customers of any bank and maintaining bank accounts with low amounts of cash deposits,"Mr Patrick Tay Teck Guan asked the Prime Minister whether MAS will consider converting all Automated Teller Machines (ATMs) to be usable by all major banks in Singapore and all of their customers instead of each bank building its own ATM network and customers having to search for ATMs of their banks resulting in duplication of capital, resources and customer inconvenience.","74 Mr Ang Wei Neng asked the Prime Minister how will the Ministry make it easier for residents to open and maintain bank accounts with low amounts of cash deposit.Mr Tharman Shanmugaratnam (for the Prime Minister): According to World Bank estimates, 96% of Singapore residents above the age of 15 have bank accounts. The figure would be higher for adults. Another source of information comes from the GST Voucher Scheme. About 40,000 Singaporeans have encashed the cheques they receive under the scheme, which could be because they do not have bank accounts.To make it easy and affordable for Singaporeans to open bank accounts, major retail banks have offered Basic Banking Accounts or BBAs since 2002. While the exact features differ from bank to bank, these BBAs generally operate like normal savings accounts and offer unlimited ATM transactions, access to internet and mobile banking services.The cost of opening and maintaining a BBA is very low. An individual needs only an initial deposit of $20, sometimes even less. For instance, DBS/POSB does not require any initial deposit for the opening of its POSB Everyday Savings Account. The bank also waives the account balance fall-below service fee for children, the elderly, full-time National Servicemen and recipients of public assistance.Nonetheless, some Singaporeans remain unbanked. This may be due to low awareness of the availability of BBAs or by choice. The move towards electronic payments has necessitated a fresh look into our efforts to encourage Singaporeans to set up bank accounts. This needs to be done on a national basis, with the government working in partnership with the banks, retail merchants, and community leaders.As a start, MAS will work with banks and community leaders to run outreach programmes, through community clubs, RCs and senior citizen centres, to assist those without a bank account to open an account.There is also a significant group, mostly the elderly, who have a bank account but rely primarily on cash to perform transactions. For this group, we want to help them acquire the basic skills, as well as the confidence, to perform simple electronic transactions. IMDA has implemented the Silver Infocomm Initiative to promote IT awareness and literacy, including use of electronic transactions, among seniors aged 50 and above. To date, about 130,000 seniors have benefitted from the program. SkillsFuture Singapore will be running a national programme, called SkillsFuture@Digital Workplace, to help anyone gain confidence in the use of technology, including using mobile banking apps, signing up for PayNow, and making electronic payments. MAS will work with the industry and community leaders to further expand on these public outreach and education efforts.The purpose of encouraging electronic payments is to bring about greater convenience for everyone. Electronic payments must therefore offer clear benefits over cash for consumers and merchants. They should be simple to use, cheap, and accepted everywhere. When we achieve that, the need to go to an ATM will be far less, and this will greatly benefit the seniors. One can just go directly to his or her favourite hawker stall and pay electronically with a card, mobile phone, or even a watch.Our agencies, especially MAS, SNDGO, NEA and HDB are working together to find ways to improve the day-to-day electronic payments experience in the heartlands, taking care to ensure that solutions should consider the needs of all, from the young to the old. The agencies are also crowdsourcing ideas from the private sector, so as to co-create solutions that will make electronic payments ubiquitous at hawker centres, HDB coffee shops, and heartland shops.To be clear, while we promote electronic transactions, the Government is not targeting to phase out cash entirely. There will always be a group of Singaporeans who face practical challenges in accessing digital banking services and cash will remain important to them.MAS will continue to monitor and work with the industry to ensure that basic cash services remain accessible to those who need them.In this connection, Mr Patrick Tay asked if we should require all ATMs of banks to be inter-operable so as to make cash withdrawal points more accessible to residents.We are actually approaching this from a position of advantage. Singapore is already well-served by ATMs. Our ATM coverage is significantly higher than in other city-states such as Hong Kong. The two biggest networks in Singapore are operated by DBS/POSB and UOB/OCBC. At least 90% of HDB households can find ATMs from both networks, ie an ATM from their own bank, within 500 meters of their homes. Many working adults and students will also have access to ATMs near their places of work or study or along their daily commutes.The interoperability between the two local bank ATM networks is a further step that MAS has raised with the banks. It should yield efficiency gains in the system as a whole and allow for a redistribution of ATMs in the long term to maximize convenience to customers. However, to achieve efficiency gains, the number of ATMs may need to be scaled back in some locations, which could affect queuing times in those places.Beyond ATMs, banks have also sought to improve Singaporeans' access to cash withdrawal services in other ways. They have partnered with major retail outlets such as 7-Eleven, Sheng Siong and Giant to offer fast and easy cash withdrawals as part of consumers' shopping experience.Most fundamentally however, as I have mentioned earlier, we are working with the industry to develop widely accepted electronic payment options that are easy to use, even for the elderly. With more cashless alternatives, our reliance on cash for transactions, and the need for ubiquitous ATMs, should decline over time.Singapore, as a compact city, needs to navigate this transition well and become a city ready for the future, and a bright spark in the digital world. At the same time, we will ensure that the transition is inclusive and no one will be left behind as we journey towards being a Smart Nation."
ensuring smooth integration of new signalling system on north-south and east-west mrt lines,"Mr Dennis Tan Lip Fong asked the Minister for Transport (a) whether he can provide an update on the progress of the integration of the new signalling equipment for the North-South and East-West MRT Lines; (b) what is the specific timeline for the completion of the tests and checks required beyond the description of ""a few months"" indicated in LTA/SMRT's press release; and (c) what are the lessons learnt from the train disruptions that have occurred during this integration that may assist to improve service recovery measures for similar future breakdowns.","65 Mr Pritam Singh asked the Minister for Transport (a) what arrangements are in place to facilitate the smooth implementation of the communications-based train control (CBTC) signalling system on the North-South and East-West MRT Lines; and (b) what operational constraints, challenges and hazards have arisen from the concurrent usage of the CBTC signalling system between Pioneer and Tuas Link on the East-West Line and on the entire North-South Line with the older Westinghouse fixed-block signalling system on the remaining stations of the East-West Line.Mr Khaw Boon Wan: Installing a new signalling system is a complex exercise. For the entire North-South and East-West Lines, re-signalling will entail the installation of new equipment in more than 95 kilometres of train tracks, 141 trains, 54 stations and three train depots. This involves thousands of individual radio devices, more than 1,600 kilometres of communication and control cables, and the end-to-end rewiring of 4 different train models to accommodate the new hardware. That, however, is still the relatively easier part of the project.The more challenging part is to integrate the new signalling system to work properly with the other rail systems, whilst the North-South and East-West Lines remain operational. It is akin to implanting a new central nervous system to a living body, whilst ensuring that the other organs continue to function. The London Underground, which also undertook such a re-signalling project a few years ago, took almost a year for its new system to stabilise. They were the first to warn us of these challenges, and I had shared their painful experience in this House early in the year. This was despite them implementing more than a hundred partial line closures to facilitate installation and testing.For us, closing the North-South or East-West Line is not an option. These two lines account for more than two million rides daily. We need to continue to operate the legacy signalling system even as we install and test the new system. The Member alluded to the complexity of keeping both signalling systems operational. This is indeed the case.SMRT, LTA and system supplier Thales have therefore taken a cautious and progressive approach to installing and testing the new signalling system. I have advised them earlier to not rush this project. We started with more than 1,300 tests conducted during non-service hours, running empty trains. It was useful glitches were discovered and software patches were duly installed and re-tested. After we were satisfied with these tests, we embarked on testing under ""live"" conditions, with trains loaded with commuters. Even then, we started small, with off-peak testing during the last hour of service from March 28th, and full Sunday testing from April 16th. During full Sunday testing, we also ramped up the frequency of trains to mirror weekday conditions. New glitches were discovered and more software patches installed and re-tested.Again, only after we were fully satisfied with these second and third phases of testing did we embark on full-weekday testing from May 28th. Full-weekday testing is necessary to stress the system under typical peak hour conditions, when trains run at high frequencies with heavy commuter loads. But again, to be extra careful, we scheduled the start of testing to coincide with the June school holidays, when commuter traffic was lighter. We are now at the tail end of this phase of testing for the North-South Line.Despite our best efforts, commuters have had to endure some service delays, as forewarned by the London Underground. Nevertheless, the implementation has been smoother than what we feared. The prolonged testing and progressive stressing of the system has generally paid off. While it has not eliminated delays, it has minimised them.As for project timeline, we are currently focused on stabilising the North-South Line. We have seen promising results from the latest software installed on July 14th. We expect to complete testing for the North-South Line before December. Testing of the East-West Line will then commence, for completion next year. The software improvements and lessons learnt from the North-South Line will be carried over to the East-West Line.The new signalling system will be a significant upgrade from the legacy system used since 1987. Once stabilised, train services will be more reliable. We can increase the number of trains to be deployed on the network, leading to shorter waiting times for commuters. However, much work remains to be done. I seek the public's continued patience and support."
cases where government assistance was stopped due to money raised through online crowdfunding,"Assoc Prof Daniel Goh Pei Siong asked the Minister for Social and Family Development (a) how many cases have there been in the past three years where social assistance or medical subsidies were stopped or applications rejected because the recipients raised money through online crowdfunding; (b) whether the Ministry inquired into the reasons for the recipients turning to online crowdfunding and, if so, what were the reasons; and (c) whether online crowdfunding is threatening to disrupt the charity sector.","Mr Desmond Lee: We are aware of two cases where clients raised money through online crowdfunding, and their applications for social or healthcare assistance were turned down because the applicants' households were assessed to have sufficient resources after taking into account the donations raised. In both cases, the applicants had received government assistance before.All individuals and households applying for assistance are treated equally. Applications are assessed holistically, taking into account the financial, social and health circumstances of the household. Government assistance is available for all persons and families who are vulnerable and need help. We are not aware of the reasons why the two individuals chose to raise funds through online crowdfunding.Crowdfunding enables those who need help to actively reach out to, and seek assistance from a wider public. While we are heartened to see many Singaporeans stepping forward to help others in need, we also have some concerns with certain online crowdfunding practices.For instance, there have been cases where individuals present inaccurate information online to raise funds, including denying that they have received Government assistance. Should there be more crowdfunding cases discovered to have exploited the generosity of donors, the public may become sceptical towards worthy fund-raising initiatives. This may dampen the charitable spirit, and would run counter to our goal to nurture a gracious and compassionate society.As crowdfunding platforms enable fund-raisers to reach a much wider audience within a shorter time-span, it is not surprising that online fund-raising has been gaining traction. The benefits of technology will definitely be accompanied with certain pitfalls. With crowdfunding platforms becoming more popular, the charity sector will also need to evolve and adapt accordingly.It is paramount that the principles of transparency and accountability are adhered to in crowdfunding. The Office of the Commissioner of Charities has highlighted that fund-raisers are obliged to provide clear and accurate information to the public about the beneficiaries and the purpose of these fund-raising appeals. They should keep proper records of donations received and disbursed, and ensure that donations are used in accordance with the intent communicated to the public. In the case of online crowdfunding platforms, information should be disclosed to the public about their status as commercial entities, the proportion of donations which will be given to the intended beneficiaries, and how their fees are computed such as details of transaction charges, if any.It is encouraging to know that some online crowdfunding platforms have shown efforts to ensure that the causes for which they are fund-raising are legitimate, and taken more effort to conduct due diligence checks to help donors discern the credibility of beneficiaries as part of their duty to donors. However, not all crowdfunding platforms conduct such checks. I strongly urge all crowdfunding platforms to put in place measures to validate the legitimacy of beneficiaries and ensure that donations are used responsibly. This will certainly enhance public confidence in donors to such online fund-raising appeals.At the same time, donors also have an important role to play. Donors should remain vigilant and discerning in responding to online fund-raising appeals, so as to avoid falling victim to improper fund-raising activities. How will the donations be used? How are records of donations received and funds disbursed maintained? How are unused funds being accounted for? Will the fund-raiser be receiving any commission from my donation? These are some important questions that donors should ask. When in doubt, donors should find out more from the fund-raisers before making a donation. At no time should anyone feel pressured to give. If donors have concerns regarding any improper fund-raising activities, they should report the matter to the Office of the Commissioner of Charities. If fraud or scams are suspected, donors should file a Police report immediately."
incentives to translate government-funded research into industry applications and commercialisation,"Ms Foo Mee Har asked the Minister for Trade and Industry (Industry) what incentive schemes have been put in place for researchers and academics tapping on the Research, Innovation and Enterprise 2020 research funding to accelerate translation of research into industry applications and commercialisation.","Mr S Iswaran: Since the launch of our first $2 billion National Technology Plan in 1991, Singapore has built up a strong base of R&D capabilities through steady and consistent investments. In 2015, Gross Expenditure on R&D (GERD) reached a new high of $9.5 billion, an increase of 11.8% from 2014. Our Research Scientists and Engineers (RSE) talent pool similarly reached a new high of 35,000 in 2015, up 6.6% from 2014.We are now making several shifts under the $19 billion Research, Innovation and Enterprise (RIE) 2020 plan to accelerate the translation of research into industry applications and economic value. This will ensure that Singapore is well-positioned to harness our RIE investments to drive the next phase of our economic growth.First, to tighten the linkages between our R&D capabilities and industry needs, we have increased the Industry Alignment Fund (IAF) from $1.61 billion in RIE2015 to $1.75 billion in RIE2020. This fund supports our public researchers for collaborations with companies , including MNCs, large local enterprises as well as SMEs and startups, on research projects with potential economic impact. Companies provide both cash and in-kind contributions to show that they value the R&D conducted.Second, we have enhanced support for public researchers to develop their upstream intellectual property (IP) into prototypes through Gap Funds , which support smaller, early stage projects with disruptive technological potential, as well as larger projects for market validation of technology. Such translational R&D projects help to de-risk the commercialisation pathway of our public sector IP, and facilitate the adoption of such IP by industry. One indicator of the increasing uptake of public sector IP by industry, is that A*STAR issued over 1,000 licenses to companies under RIE2015, four times the number under S&T2010.Third, public agencies are developing an IP Framework to harmonise the management and utilisation of public sector IP. This will enhance the speed and certainty of the licensing process to encourage companies to license public sector IP. The framework also incentivises public researchers to actively seek out commercialisation opportunities through the sharing of financial returns with the inventors of the IP.Finally, public researchers who wish to spin off their IP into startups can access a comprehensive spectrum of support. As a first step, Innovation and Enterprise Offices (IEOs) provide public researchers with mentorship and training in business development skills, advice on IP rights, and access to platforms and networks that link them to potential investors. Public researchers who go on to establish startups can tap on Startup SG grants and equity co-investments with private sector partners, as well as co-working space, lab facilities and mentoring support from public and corporate incubators such as A*StartCentral. An example of a local startup supported by A*StartCentral is MiRXES (pronounced MER-REXUS), which develops diagnostic test kits for the early detection of gastric cancer and breast cancer. Spun out by A*STAR researchers, MiRXES successfully secured funding through A*StartCentral's investment-onboarding programme to link up startups with committed investors. MiRXES is now planning to expand its manufacturing facility in Singapore to supply overseas markets.The Government will closely monitor these initiatives to promote the commercialisation of our R&D, and make adjustments or introduce new programmes based on the outcomes achieved and feedback from industry."
checks on donees in lasting power of attorney for singles to prevent financial exploitation,"Ms K Thanaletchimi asked the Minister for Social and Family Development in respect of a Lasting Power of Attorney drawn up by singles, whether the Ministry has plans to audit and check on their donees for financial exploitation.","Mr Desmond Lee: We recognise that a fair number of our elderly are singles. They may be more vulnerable to financial exploitation should they lose capacity.It is important for each of us to choose our donee carefully, and consider what powers we intend to give, when we make a Lasting Power of Attorney (LPA). We should appoint someone reliable and competent, someone we trust to act in our best interests should we lose the capacity to make decisions. This is probably the most important safeguard a single person can take.However, it might not always be possible for singles to find a family member or someone they know and trust to be their donee. This is why the Mental Capacity Act (MCA) was amended in March 2016 to introduce the concept of professional deputies and donees. As these persons provide doneeship and deputyship services for remuneration, they will be supervised by the Public Guardian. We will audit and check on them.In addition, the MCA has existing safeguards to protect donors. Anyone who knows, suspects or believes that a person who lacks capacity is being mistreated can report this to the Office of the Public Guardian. The MCA has a 'whistle-blower' clause to protect the identity of a whistle-blower. If there is evidence that the donee has acted in a way which compromises the donor’s best interest, including exploiting the donor financially, the Public Guardian would investigate the matter. Where necessary, the Public Guardian would apply to Court for a suspension order to preserve the donor's assets and remove the rogue donee by revoking the LPA."
skillsfuture credit for employers and businesses,Mr Patrick Tay Teck Guan asked the Minister for Education (Higher Education and Skills) whether his Ministry will consider having a SkillsFuture credit for employers and businesses for the benefit of SMEs and start-ups in the area of continuing education and training for their employees.,"Mr Ong Ye Kung: The Government has always recognised the need to give SMEs additional help in building up human capital capabilities.Hence, there are currently many training subsidies and grants available to firms. Under the ""Enhanced Training Support for SMEs"" scheme administered by SkillsFuture Singapore (SSG), SMEs receive up to 90% course fee subsidies and absentee payroll funding when they sponsor their employees for training. Firms can also tap on SSG’s training grants for in-house training programmes.SMEs can also tap on SPRING's ""Capability Development Grant in Human Capital Development"" to develop learning processes, training roadmaps and training frameworks for their employees. Firms can also benefit from the external insight and in-depth mentorship provided by the expert mentors under SPRING's ""SkillsFuture SME Mentors Programme"". These mentors will help to diagnose gaps in the company's learning and development initiatives, review and enhance existing training plans, as well as monitor and coach companies' supervisors or managers in their training delivery.For individuals, SkillsFuture Credit triggered their desire to upgrade. But unlike individuals, businesses operating in a competitive environment should always be eager to improve and raise their game. It is better to support SMEs through more targeted programmes and schemes, than to provide SMEs with a SkillsFuture Credit."
financial loss recorded in hdb's annual report,"Mr Ong Teng Koon asked the Minister for National Development whether the provision of $625 million for forseeable loss relating to properties under development, as announced in HDB's annual report for FY2017, relates to housing subsidies that are being given to Singaporeans and whether he can give the assurance that these subsidies are being allocated to those who need it the most.","Mr Lawrence Wong: The provision of $625 million for foreseeable loss for properties under development or for sale is the estimated loss that HDB expects to incur for Build-To-Order (BTO) projects awarded in the financial year ended 31 March 2017, including from housing subsidies given to new flat buyers. HDB makes a development loss on the BTO programme, as BTO flats are heavily subsidised. BTO flats are sold with a generous discount to their assessed market values, and this means that selling prices can be significantly below the cost of developing these flats.To ensure that housing subsidies are given to Singaporean families who need them most, HDB has put in place eligibility conditions, such as nationality, income ceiling and non-ownership of private residential property requirements for access to new HDB flats. In addition, HDB provides means-tested grants to eligible first-timer households through the Additional CPF Housing Grant and Special CPF Housing Grant. These subsidies are targeted at lower- to middle-income Singaporeans, with the lower-income receiving more help.We will continue to calibrate our housing subsidies progressively and judiciously, to ensure that public housing remains affordable to Singaporeans."
tightening it security management in light of lapses highlighted in auditor-general's report,"Assoc Prof Daniel Goh Pei Siong asked the Prime Minister whether the Government will consider having the Cyber Security Agency to lead a whole-of-government exercise to review and tighten IT security management and monitoring in light of the Auditor-General's findings on lapses in IT security at several agencies, especially those handling sensitive personal and financial information.","Mr Lee Hsien Loong: The Cyber Security Agency oversees national cybersecurity strategy, operations, and ecosystem development. CSA works closely with regulators across eleven sectors to protect Critical Information Infrastructure from cyber threats. Among the eleven sectors, GovTech oversees the Government sector.In its report released on 18 July 2017, the Auditor-General's Office observed weaknesses in IT controls in four agencies. As far as we are aware, these lapses did not lead to any compromise of data or cybersecurity breach. The agencies will follow up with corrective action.To safeguard our systems and the data within, we regularly update and strengthen our IT policies.We conduct regular internal audits across the public service to identify shortcomings for remediation. Going forward, we will increase the number of audits, especially for the more critical and sensitive systems."
review lease period of flexi scheme for flats,Mr Zainal Sapari asked the Minister for National Development whether HDB will review the 2-room Flexi Scheme to allow the lease period to cover the elderly citizens and their spouses up to the age of 85 years old instead of the current 95 years old.,"Mr Lawrence Wong: Under the 2-room Flexi Scheme, elderly flat buyers aged 55 and above can choose a lease period of between 15 and 45 years, in 5-year increments, as long as the lease can cover them and their spouse up to the age of at least 95 years. This requirement helps to address concerns about these elderly flat owners out-living their flat leases, and gives them better assurance that the flat can last them for the rest of their life.There are currently no plans to reduce this requirement to age 85 years. Households who have alternative housing arrangements and no longer need their short-lease 2-room Flexi flat can return the flat to HDB, and receive a refund of the value of the unused portion of the lease."
